Player,Team,Pos,G,MP,PER,TS%,eFG%,3PAr,FTr,ORB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/40,DWS_40,skill_score,skill_z
Kiki Iriafen,WAS,F,44,1185,17.3,0.3337474099464826,0.49,0.024,0.387,11.8,1.967937490502242,-0.39986029827327574,1.1,0.6,15.3,1.0389364841374897,104,105.0,1.5,1.5,3.0,0.2831382083961846,0.1887922055237255,-0.7976484744565268,-1.0694003055783075
Rickea Jackson,LAS,F,38,1173,12.3,0.1703581708254634,0.492,0.387,0.203,4.0,-0.7632481407555819,-0.6243033523997651,1.0,1.1,12.9,0.7647874289088364,100,115.0,0.5,-0.2,0.3,-0.6369333141536354,-1.5191290801234134,0.9956238452606057,1.3450293818510621
Aziaha James,DAL,G,38,673,12.5,-0.4468900658539421,0.43,0.394,0.194,5.9,-0.08558554051867821,-0.04716407036022119,1.8,1.0,11.0,0.6551278068173749,97,113.0,0.0,0.1,0.1,-0.6962927672213657,-1.1397005440429253,0.6137137163547199,0.83083243416952
Moriah Jefferson,CHI,G,5,35,9.6,-0.6647423846819677,0.438,0.375,0.0,0.0,-0.31147307393097934,2.8492201043197123,0.0,0.0,20.0,-1.0994261466460056,104,116.0,0.0,0.0,0.0,-0.5577873767299949,-1.316385606695729,0.9791021825065898,1.3227849114488845
Marine Johannes,NYL,G,44,803,10.6,0.26112997033714075,0.526,0.75,0.075,2.0,-0.7837833710657912,-0.10060289277129009,1.6,1.4,16.6,-0.14904275518667445,96,106.0,-0.1,0.9,0.8,-0.3302428066370287,0.01634343998924254,0.27293874076158925,0.37201911911491803
Brionna Jones,ATL,F,44,1169,22.6,0.6332943483350169,0.541,0.108,0.309,14.0,1.2697396599551294,-0.05785183484243493,2.2,2.6,11.7,0.5089149773620937,119,99.0,4.2,2.6,6.8,1.589046175886252,1.3282980770500024,-1.138908599003974,-1.5288668164834494
Jonquel Jones,NYL,C,31,830,20.3,0.9056097468700489,0.577,0.408,0.297,6.7,1.557232884298058,0.33759545099947497,0.9,3.6,15.8,0.746510825226926,111,100.0,1.9,1.6,3.6,0.9756651608530382,0.975836989262573,-0.998692610756096,-1.3400825247974408
Elizabeth Kitley,LVA,C,12,98,1.0,-1.7903126986267657,0.304,0.043,0.087,4.7,0.03762584134257693,-1.4579489820124398,2.1,5.4,22.7,-0.8070004877354422,59,102.0,-0.4,0.2,-0.2,-1.6262575319491406,1.110329641576453,-0.653254314777186,-0.8749905988159741
Anastasiia Kosu,MIN,F,21,80,13.6,-0.17457466731891053,0.448,0.069,0.517,15.2,0.24297814444466895,-0.5708645299886962,0.7,4.6,16.4,1.0389364841374897,99,105.0,0.0,0.1,0.1,-0.05323202565428714,0.16997748287098244,-0.1953909525652896,-0.2585315800959363
Leïla Lacan,CON,G,25,665,15.9,0.3337474099464826,0.511,0.307,0.193,2.9,-0.9480652135474648,1.1605533161299357,4.3,0.6,16.6,0.10682969636006835,104,109.0,0.7,0.5,1.2,-0.03344554129837702,-0.42233262049018827,0.6439167141839276,0.8714972087307571
Kitija Laksa,PHO,G,33,626,7.4,-0.056571327953729975,0.472,0.667,0.178,2.0,-1.2766288985108118,-1.0518139316883162,1.0,0.9,8.9,-0.6425110545982502,99,109.0,0.2,0.5,0.6,-0.3302428066370287,-0.3666328338096515,0.5339789972677429,0.723479038499639
Carla Leite,GSV,G,37,637,11.5,-0.056571327953729975,0.417,0.338,0.446,1.7,-1.1328822863393475,0.7757937947702396,2.2,0.5,17.7,0.8744470510002981,97,105.0,0.0,0.8,0.8,-0.22141714267952314,0.17697762301022912,0.4020952040610757,0.5459130647722351
Kyara Linskens,GSV,C,4,27,5.0,-1.009675222826341,0.4,0.2,0.0,4.4,0.6331475203386439,-0.9449362868661784,2.0,11.7,28.6,-1.2273623724193774,69,94.0,-0.1,0.1,0.0,-0.5577873767299949,3.0876531772056377,-1.8166647445810054,-2.4413855347654603
Jewell Loyd,LVA,G,44,1245,13.4,0.2248212505324698,0.506,0.614,0.166,4.6,-0.6605719892045359,-0.4746746496487723,2.2,0.8,10.4,-0.02110652941330305,106,107.0,1.6,1.2,2.8,0.17431254443867902,-0.17027430871657817,0.2687465418326013,0.3663748176675201
Marina Mabrey,CON,G,35,1103,11.1,-0.31073236658642656,0.434,0.5,0.189,1.8,-0.4141492254820254,0.9788613199323016,1.1,0.9,15.6,1.2765323320023227,92,114.0,-1.1,-0.1,-1.1,-1.131595423051388,-1.4241907265192437,0.9874472395934796,1.3340205466350998
Natasha Mack,PHO,F-C,34,623,19.5,0.524368188921004,0.573,0.032,0.29,14.1,1.6804442661593135,-0.7953075841151855,2.5,7.9,9.7,-1.3918518055565694,125,96.0,1.6,1.7,3.2,1.3219286370814654,1.9283235454884242,-1.664989166547599,-2.2371722569295365
Ezi Magbegor,SEA,F-C,44,1203,16.1,0.32467022999531486,0.517,0.168,0.29,8.2,0.756358902199899,-0.3784847693088483,1.3,7.2,11.8,-0.8983835061449933,113,100.0,2.1,2.4,4.5,0.7679070751159822,1.0558647108172268,-0.8536673432933328,-1.144823105834953
Dominique Malonga,SEA,C,42,600,20.0,0.4971366490675008,0.559,0.068,0.194,10.5,1.967937490502242,-0.4105480627554895,1.5,4.2,14.4,1.221702520956592,102,99.0,0.6,1.3,1.9,0.520576020667106,1.2599770818865708,-1.3213404510601503,-1.7744897900241514
Rayah Marshall,CON,C-F,15,90,7.1,-1.009675222826341,0.346,0.038,0.462,8.9,1.4956271933674303,-0.8059953485973994,1.2,3.2,18.3,0.08855309267815852,80,109.0,-0.2,0.1,-0.2,-1.4481791727459496,0.0048260284746811455,-0.546599730633761,-0.7313927796643697
Kate Martin,GSV,G,42,687,9.4,-0.47412160570744527,0.43,0.692,0.154,3.5,-0.08558554051867821,-0.45329912068434464,1.3,0.6,10.7,0.5089149773620937,93,104.0,-0.4,1.0,0.6,-0.4093887440606691,0.41445933020873854,-0.1899102055358827,-0.25115240059732136
Kayla McBride,MIN,G,39,1220,16.0,0.6605258881885201,0.536,0.61,0.245,1.0,-1.1534175166495568,0.2093422772129097,2.1,0.2,12.4,0.28959573317917053,113,104.0,2.9,1.7,4.6,0.7778003172939373,0.34054373905076873,0.23943276870248112,0.3269072792921463
Megan McConnell,PHO,G,1,13,15.4,-1.2366047216055345,0.375,0.5,0.0,8.6,-1.1328822863393475,2.079701061600321,3.9,0.0,0.0,-0.9166601098269035,119,104.0,0.0,0.0,0.1,0.8767327390734879,-1.316385606695729,1.132125615672774,1.5288129172606721
Teaira McCowan,DAL,C,17,219,20.3,0.7694520476025328,0.545,0.03,0.433,15.1,2.1527545632941245,-0.7846198196329718,1.2,5.2,16.7,0.033723281632427736,113,108.0,0.5,0.2,0.7,0.530469262845061,-0.23045823532278903,-0.7151818585973228,-0.958368733093152
Aari McDonald,IND,G,20,525,14.0,0.3972876696046567,0.506,0.506,0.331,2.0,-0.9275299832372554,1.299494254398715,2.4,0.5,20.7,0.033723281632427736,106,106.0,0.7,0.6,1.4,0.30292469275209466,0.0425749323366926,0.40837926535949454,0.554373812194535
