Season,Date,home_abbr,away_abbr,home_pts,away_pts,home_win,opponent_abbr,ELO_t,opp_pre_elo_t,O_mean,O_var,O_p90,SOS_t,elo_avg_pre,O_t_list_json
2016,2016-05-18,IND,PHO,97.0,93.0,1,PHO,1488.5707376518324,1491.4292623481676,1528.5811938318402,155.3075672167815,1539.2631327025413,1.0190541292212267,1500.0,"[1511.429,1540.667,1533.647]"
2016,2016-05-20,IND,ATL,94.0,85.0,1,ATL,1497.2221626144474,1511.4292623481676,1537.1571595736764,12.31978560972545,1539.9651237454964,1.0247714397157843,1500.0,"[1540.667,1533.647]"
2016,2016-05-27,MIN,IND,74.0,71.0,1,MIN,1506.1955892979806,1540.6671147884513,1533.6472043589015,0.0,1533.6472043589015,1.0224314695726011,1499.9999999999998,[1533.647]
2016,2016-05-29,ATL,IND,85.0,76.0,1,ATL,1498.5800758195685,1533.6472043589015,,,,,1500.0,[]
2017,2017-05-14,SEA,IND,87.0,82.0,1,SEA,1500.0,1491.4292623481676,1502.70818143933,164.71534916541535,1517.2775694847965,1.0018054542928867,1500.0,"[1488.571,1488.571,1517.135,1517.373,1501.892]"
2017,2017-05-17,PHO,IND,85.0,62.0,1,PHO,1491.1868103054655,1488.5707376518324,1506.2425423862044,143.43564994281493,1517.3013830284629,1.0041616949241363,1499.9999999999998,"[1488.571,1517.135,1517.373,1501.892]"
2017,2017-05-20,IND,CON,81.0,79.0,1,CON,1482.5422361160317,1488.5707376518324,1512.1331439643284,52.450785448299335,1517.325196572129,1.0080887626428858,1499.9999999999998,"[1517.135,1517.373,1501.892]"
2017,2017-05-24,IND,LAS,93.0,90.0,1,LAS,1491.2833488850374,1517.1346882227988,1509.6323718350932,59.91459444536973,1515.824733294588,1.0064215812233956,1499.9999999999998,"[1517.373,1501.892]"
2017,2017-05-28,SEA,IND,94.0,70.0,1,SEA,1500.589411671014,1517.3728236594616,1501.8919200107246,0.0,1501.8919200107246,1.0012612800071496,1500.0,[1501.892]
2017,2017-05-30,DAL,IND,89.0,62.0,1,DAL,1492.4882640441324,1501.8919200107246,,,,,1500.0,[]
2018,2018-05-19,IND,CHI,64.0,82.0,0,CHI,1500.0,1500.0,1511.3251812010776,47.9781828548644,1517.1699321821666,1.0075501208007185,1500.0,"[1500.0,1511.429,1516.35,1517.521]"
2018,2018-05-20,WAS,IND,82.0,75.0,1,WAS,1488.5707376518324,1500.0,1515.100241601437,6.9665863677123285,1517.287032659214,1.0100668277342915,1499.9999999999998,"[1511.429,1516.35,1517.521]"
2018,2018-05-22,IND,LAS,70.0,87.0,0,LAS,1480.3206175418784,1511.4292623481676,1516.9357312280713,0.34281304311937244,1517.4041331362616,1.011290487485381,1499.9999999999998,"[1516.35,1517.521]"
2018,2018-05-24,IND,WAS,84.0,93.0,0,WAS,1469.7774158506572,1516.3502288428333,1517.5212336133093,0.0,1517.5212336133093,1.011680822408873,1500.0,[1517.521]
2018,2018-05-26,CON,IND,86.0,77.0,1,CON,1459.678776678499,1517.5212336133093,,,,,1500.0,[]
2019,2019-05-24,NYL,IND,80.0,81.0,0,NYL,1500.0,1500.0,1508.5707376518324,0.0,1508.5707376518324,1.0057138251012216,1500.0,[1508.571]
2019,2019-05-28,CON,IND,88.0,77.0,1,CON,1511.4292623481676,1508.5707376518324,,,,,1499.9999999999998,[]
2020,2020-07-25,WAS,IND,101.0,76.0,1,WAS,1500.0,1500.0,1505.6718869310475,2231.845971709205,1561.5315046962055,1.0037812579540317,1500.0,"[1488.571,1499.92,1507.462,1502.249,1529.356,1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-07-29,IND,PHO,106.0,100.0,1,PHO,1491.4292623481676,1488.5707376518324,1506.5269443950083,2328.0846816944904,1563.2457498021047,1.004351296263339,1499.9999999999998,"[1499.92,1507.462,1502.249,1529.356,1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-07-31,DAL,IND,76.0,73.0,1,DAL,1499.9195022265021,1499.9195022265021,1506.8747045091402,2448.1967124756325,1564.9599949080036,1.0045831363394269,1500.0,"[1507.462,1502.249,1529.356,1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-02,IND,ATL,93.0,77.0,1,ATL,1491.3487645746698,1507.462063960312,1506.8420734285196,2584.187409985474,1566.6742400139028,1.0045613822856796,1500.0000000000002,"[1502.249,1529.356,1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-05,LAS,IND,86.0,75.0,1,LAS,1500.376507947553,1502.249364269137,1507.112232790836,2734.884684643415,1568.388485119802,1.0047414885272241,1500.0,"[1529.356,1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-07,MIN,IND,87.0,80.0,1,MIN,1491.8585331026406,1529.3557232617575,1505.7220146364034,2872.9589666460906,1570.1027302257012,1.003814676424269,1500.0,"[1494.063,1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-09,IND,WAS,91.0,84.0,1,WAS,1484.3249814904884,1494.0625694278194,1506.4993109836428,3054.8225306396007,1571.8169753316001,1.004332873989095,1500.0,"[1528.276,1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-11,IND,LVA,79.0,98.0,0,LVA,1493.1712958683459,1528.2760724077166,1504.94382802478,3236.7312314413293,1573.5312204374993,1.0032958853498533,1500.0,"[1447.413,1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-13,NYL,IND,79.0,86.0,0,NYL,1482.7428393434666,1447.4134365410537,1509.3692427542976,3211.530419541601,1575.2454655433985,1.0062461618361984,1500.0,"[1528.997,1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-15,IND,LAS,76.0,90.0,0,LAS,1493.1648422955232,1528.99669300314,1507.7336219002275,3444.3796319858993,1576.9597106492974,1.005155747933485,1500.0,"[1481.753,1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-18,CON,IND,84.0,62.0,1,CON,1482.7572760734806,1481.752894173007,1510.0955062390653,3690.563081514936,1578.6739557551966,1.0067303374927101,1500.0,"[1582.309,1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-20,IND,SEA,90.0,84.0,1,SEA,1474.1582088994164,1582.308930517959,1502.8741638111758,3485.9937385972457,1563.2457498021047,1.0019161092074507,1499.9999999999998,"[1543.551,1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-22,CHI,IND,87.0,76.0,1,CHI,1485.8164657286288,1543.5506023722414,1498.3545595266132,3669.0581473287757,1564.9599949080036,0.998903039684409,1499.9999999999998,"[1561.532,1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-25,SEA,IND,87.0,74.0,1,SEA,1478.821598779921,1561.5315046962055,1490.4574413804141,3566.410140609637,1546.8717058182249,0.9936382942536094,1500.0,"[1458.824,1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-29,IND,DAL,78.0,82.0,0,DAL,1472.4657679361615,1458.8236606983621,1494.9765529064214,3912.518351677925,1551.4148843806495,0.9966510352709476,1500.0,"[1525.061,1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-08-31,IND,CHI,77.0,100.0,0,CHI,1460.6542170802502,1525.061337232267,1489.9624221854474,4388.614195415123,1555.9580629430739,0.9933082814569649,1500.0,"[1419.895,1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-09-01,ATL,IND,102.0,90.0,1,ATL,1451.0686498176751,1419.8947246638309,1503.9759616897707,4088.061297862768,1560.5012415054985,1.002650641126514,1499.9999999999998,"[1533.242,1490.736,1578.674,1388.924,1528.304]"
2020,2020-09-03,PHO,IND,105.0,81.0,1,PHO,1441.6099781144499,1533.2421701309513,1496.6594095794753,4842.416948415137,1563.562824633446,0.9977729397196502,1500.0,"[1490.736,1578.674,1388.924,1528.304]"
2020,2020-09-05,IND,CON,77.0,96.0,0,CON,1435.4747349803658,1490.735815450122,1498.6339409559266,6440.960834593821,1568.5998683406963,0.9990892939706176,1500.0000000000002,"[1578.674,1388.924,1528.304]"
2020,2020-09-08,LVA,IND,92.0,86.0,1,LVA,1425.6261494757855,1578.6739557551966,1458.6139335562916,4856.638275090219,1514.3656016574143,0.9724092890375278,1500.0,"[1388.924,1528.304]"
2020,2020-09-10,IND,NYL,85.0,75.0,1,NYL,1420.8848446187567,1388.9243484298884,1528.303518682695,0.0,1528.303518682695,1.01886901245513,1500.0,[1528.304]
2020,2020-09-12,IND,MIN,86.0,98.0,0,MIN,1428.5686385179308,1528.303518682695,,,,,1500.0,[]
2021,2021-05-14,NYL,IND,90.0,87.0,1,NYL,1500.0,1500.0,1500.5577374249083,303.4116461286062,1519.6714831844017,1.000371824949939,1500.0,"[1508.571,1520.0,1477.791,1487.537,1478.232,1512.321,1519.452]"
2021,2021-05-16,IND,NYL,65.0,73.0,0,NYL,1491.4292623481676,1508.5707376518324,1499.222237387088,341.49533135957466,1519.7262359870015,0.999481491591392,1500.0,"[1520.0,1477.791,1487.537,1478.232,1512.321,1519.452]"
2021,2021-05-19,CON,IND,88.0,67.0,1,CON,1480.4863276135525,1520.0,1495.0666848645055,306.1826970238422,1516.599753644067,0.9967111232430037,1500.0,"[1477.791,1487.537,1478.232,1512.321,1519.452]"
2021,2021-05-21,IND,ATL,79.0,83.0,0,ATL,1473.00720577064,1477.7911284450092,1499.3855739693795,289.46435577880425,1517.312933226551,0.999590382646253,1500.0,"[1487.537,1478.232,1512.321,1519.452]"
2021,2021-05-23,IND,WAS,89.0,77.0,1,WAS,1461.7130804258425,1487.5372156590029,1503.335026739505,323.5597656379304,1518.0261128090349,1.00222335115967,1500.0,"[1478.232,1512.321,1519.452]"
2021,2021-05-25,IND,WAS,69.0,85.0,0,WAS,1471.0183639894965,1478.2319320953488,1515.886574061583,12.715627921800799,1518.739292391519,1.0105910493743886,1500.0,"[1512.321,1519.452]"
2021,2021-05-28,LVA,IND,113.0,77.0,1,LVA,1459.7930594484194,1512.320676149163,1519.452471974003,0.0,1519.452471974003,1.0129683146493351,1500.0000000000002,[1519.452]
2021,2021-05-30,LVA,IND,101.0,78.0,1,LVA,1452.6612636235795,1519.452471974003,,,,,1500.0,[]
2022,2022-05-06,WAS,IND,84.0,70.0,1,WAS,1500.0,1500.0,1507.2096998503919,196.52875499778852,1520.4017258312253,1.0048064665669278,1500.0,"[1511.429,1480.486,1499.432,1508.626,1519.836,1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-08,IND,LAS,77.0,87.0,0,LAS,1491.4292623481676,1511.4292623481676,1506.7408595728616,216.16717127252625,1520.967657002133,1.0044939063819078,1499.9999999999998,"[1480.486,1499.432,1508.626,1519.836,1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-10,IND,MIN,82.0,76.0,1,MIN,1480.5679325077233,1480.4863276135525,1510.0226760677751,146.25519212500797,1521.5335881730405,1.0066817840451834,1500.0,"[1499.432,1508.626,1519.836,1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-13,NYL,IND,86.0,92.0,0,NYL,1489.1363694397885,1499.4320674922767,1511.5356201499892,148.83679263275698,1522.099519343948,1.0076904134333262,1500.0,"[1508.626,1519.836,1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-15,IND,ATL,79.0,85.0,0,ATL,1500.8546038243223,1508.6263167288619,1512.0205040535104,171.99713793895876,1522.6654505148556,1.008013669369007,1500.0,"[1519.836,1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-17,IND,ATL,79.0,101.0,0,ATL,1489.6451258928664,1519.8357946603178,1510.4574459321489,191.73766138222572,1522.9159860897594,1.0069716306214325,1500.0,"[1511.373,1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-20,CON,IND,94.0,85.0,1,CON,1479.0755845303086,1511.3726780148613,1510.2286379114707,239.41031117614898,1523.560766159668,1.0068190919409805,1500.0,"[1519.047,1511.542,1484.83,1525.495]"
2022,2022-05-22,IND,CON,70.0,92.0,0,CON,1471.4009568748615,1519.0473056703083,1507.2890819918582,284.6497922167486,1522.7044800353895,1.0048593879945722,1500.0,"[1511.542,1484.83,1525.495]"
2022,2022-05-24,CHI,IND,95.0,90.0,1,CHI,1461.3332143839132,1511.541974699374,1505.1626356381003,413.4093660388923,1521.4286122231347,1.0034417570920668,1500.0,"[1484.83,1525.495]"
2022,2022-05-27,IND,LAS,101.0,96.0,1,LAS,1454.1400505401941,1484.830164906807,1525.4951063693934,0.0,1525.4951063693934,1.0169967375795956,1500.0,[1525.495]
2022,2022-05-31,IND,WAS,75.0,87.0,0,WAS,1463.5848389109776,1525.4951063693934,,,,,1500.0,[]
2023,2023-05-19,IND,CON,61.0,70.0,0,CON,1500.0,1500.0,1505.1808992651095,151.9521724993242,1517.624045926397,1.0034539328434062,1500.0,"[1491.429,1502.778,1521.336]"
2023,2023-05-21,NYL,IND,90.0,73.0,1,NYL,1488.5707376518324,1491.4292623481676,1512.0567177235803,86.0976203274382,1519.4798219940026,1.0080378118157203,1499.9999999999998,"[1502.778,1521.336]"
2023,2023-05-28,ATL,IND,87.0,90.0,0,ATL,1480.0804977734979,1502.7778373855526,1521.3355980616082,0.0,1521.3355980616082,1.014223732041072,1500.0,[1521.336]
2023,2023-05-30,CON,IND,81.0,78.0,1,CON,1492.1428849066813,1521.3355980616082,,,,,1500.0,[]
2024,2024-05-14,CON,IND,92.0,71.0,1,CON,1500.0,1500.0,1500.702212051669,324.43865643918343,1518.2951388589368,1.0004681413677794,1500.0,"[1511.429,1522.291,1516.583,1484.535,1488.809,1504.705,1465.698,1511.568]"
2024,2024-05-16,IND,NYL,66.0,102.0,0,NYL,1491.4292623481676,1511.4292623481676,1499.1697762950262,352.000161144599,1518.8659179060332,0.9994465175300176,1499.9999999999998,"[1522.291,1516.583,1484.535,1488.809,1504.705,1465.698,1511.568]"
2024,2024-05-18,NYL,IND,91.0,80.0,1,NYL,1480.5679325077233,1522.290592188612,1495.3163069794284,306.7222743049309,1514.075202849604,0.9968775379862856,1500.0,"[1516.583,1484.535,1488.809,1504.705,1465.698,1511.568]"
2024,2024-05-20,IND,CON,84.0,88.0,0,CON,1473.148253971285,1516.5828017176473,1491.0630080317846,259.52341753775227,1508.8226748391971,0.9940420053545231,1500.0,"[1484.535,1488.809,1504.705,1465.698,1511.568]"
2024,2024-05-22,SEA,IND,85.0,83.0,1,SEA,1462.9593075550974,1484.5350657413019,1492.6949936044055,311.08738737597946,1509.508907124788,0.9951299957362703,1500.0,"[1488.809,1504.705,1465.698,1511.568]"
2024,2024-05-24,LAS,IND,73.0,78.0,0,LAS,1454.9907655788509,1488.8088557590097,1493.9903728862039,408.07115323312064,1510.195139410379,0.9959935819241359,1500.0,"[1504.705,1465.698,1511.568]"
2024,2024-05-25,LVA,IND,99.0,80.0,1,LVA,1467.3575061284503,1504.705281125652,1488.63291876648,525.9997859148395,1506.9806669385446,0.9924219458443201,1500.0,"[1465.698,1511.568]"
2024,2024-05-28,IND,LAS,82.0,88.0,0,LAS,1459.8199151901206,1465.6982335513994,1511.5676039815608,0.0,1511.5676039815608,1.0077117359877072,1500.0,[1511.568]
2024,2024-05-30,IND,SEA,88.0,103.0,0,SEA,1448.5567740763809,1511.5676039815608,,,,,1499.9999999999998,[]
2025,2025-05-17,IND,CHI,93.0,58.0,1,CHI,1500.0,1500.0,1491.706965473232,511.43190453547396,1513.043422260417,0.994471310315488,1500.0,"[1491.429,1503.338,1519.514,1493.125,1451.129]"
2025,2025-05-20,IND,ATL,90.0,91.0,0,ATL,1508.5707376518324,1491.4292623481676,1491.776391254498,639.2657809738204,1514.6609847919246,0.9945175941696653,1500.0,"[1503.338,1519.514,1493.125,1451.129]"
2025,2025-05-22,ATL,IND,76.0,81.0,0,ATL,1496.6619529286288,1503.3380470713712,1487.9225059822072,792.9446478638334,1514.2359206636245,0.9919483373214715,1500.0,"[1519.514,1493.125,1451.129]"
2025,2025-05-24,IND,NYL,88.0,90.0,0,NYL,1508.2789048537468,1519.5136723864475,1472.1269227800867,440.9156257104419,1488.9253155738836,0.9814179485200578,1500.0,"[1493.125,1451.129]"
2025,2025-05-28,WAS,IND,83.0,77.0,1,WAS,1497.1677588552423,1493.1249137723328,1451.1289317878409,0.0,1451.1289317878409,0.9674192878585606,1500.0,[1451.129]
2025,2025-05-30,IND,CON,83.0,85.0,0,CON,1488.4828510831296,1451.1289317878409,,,,,1499.9999999999998,[]
