site,two_phase,off_action,reg_action,win_mean,cf_mean,debt_mean,base_win,base_cf,base_debt,improved_all
Columbus,1,"(2, 4, 2, 1, 0, 0)","(3, 4, 3, 1, 0, 0)",0.2988519611359535,10.39128946858666,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(2, 5, 2, 1, 1, 0)","(3, 5, 4, 3, 1, 0)",0.2957078904645917,9.494206223134395,8.084716419654754,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(5, 1, 2, 1, 2, 0)","(3, 1, 3, 1, 2, 0)",0.295644839449778,9.336321883131642,41.954118048147436,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(4, 1, 2, 1, 0, 1)","(3, 1, 3, 1, 0, 1)",0.3044927539303238,10.602664058096304,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,1
Columbus,1,"(6, 5, 2, 1, 2, 1)","(3, 5, 2, 1, 2, 1)",0.27612583451581274,7.921300104696163,41.954118048147436,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(3, 2, 2, 1, 2, 0)","(3, 2, 2, 2, 2, 0)",0.3425966135445788,9.55771958096631,41.954118048147436,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(2, 4, 2, 1, 2, 0)","(3, 4, 3, 1, 2, 0)",0.2835061899166856,9.066949865462153,41.954118048147436,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(5, 5, 2, 1, 0, 0)","(3, 5, 3, 1, 0, 0)",0.2578375412631497,8.624513267473969,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(4, 2, 2, 1, 0, 1)","(3, 2, 2, 3, 0, 1)",0.2932444151212904,10.168216258497257,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(4, 2, 2, 1, 2, 1)","(3, 2, 2, 2, 2, 1)",0.30161611671781363,9.078160555015824,41.954118048147436,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(2, 4, 2, 1, 1, 1)","(3, 4, 3, 1, 1, 1)",0.3044318013691659,10.188163612604367,8.119364416589345,0.30314845857339046,9.44219827855272,41.954118048147436,1
Columbus,1,"(6, 1, 2, 1, 0, 1)","(3, 1, 4, 2, 0, 1)",0.2879789619722685,10.690120546919436,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,0
Columbus,1,"(2, 5, 2, 1, 0, 0)","(3, 5, 4, 1, 0, 0)",0.280947204102713,9.797781133765247,3.2896223961552407,0.30314845857339046,9.44219827855272,41.954118048147436,0
