Season,Date,home_abbr,away_abbr,home_pts,away_pts,home_win,opponent_abbr,ELO_t,opp_pre_elo_t,O_mean,O_var,O_p90,SOS_t,elo_avg_pre,O_t_list_json,O_len,O_mean_calc,O_var_calc,O_p90_calc
2007,2007-05-19,IND,MIN,83.0,64.0,1.0,MIN,1500.0,1500.0,1486.1040046047506,629.1471418198252,1506.1702491653225,0.9907360030698336,1500.0,"[1511.187,1461.021]",2,1486.1039999999998,629.1568889999985,1506.1704
2007,2007-05-24,IND,LAS,83.0,70.0,1.0,LAS,1508.5707376518324,1511.1868103054655,1461.0211989040354,0.0,1461.0211989040354,0.9740141326026902,1500.0,[1461.021],1,1461.021,0.0,1461.021
2007,2007-05-29,MIN,IND,75.0,89.0,0.0,MIN,1517.2153118412662,1461.0211989040354,,,,,1500.0,[],0,,,
2008,2008-05-17,IND,WAS,64.0,53.0,1.0,WAS,1500.0,1500.0,1519.1860301135912,130.91451439825613,1527.5163558297895,1.012790686742394,1500.0,"[1499.758,1527.534,1521.977,1527.475]",4,1519.1860000000001,130.9083724999998,1527.5163
2008,2008-05-21,DET,IND,76.0,71.0,1.0,DET,1508.5707376518324,1499.757547957298,1525.6621908323552,6.790055243274886,1527.5221968689602,1.0171081272215703,1499.9999999999998,"[1527.534,1521.977,1527.475]",3,1525.6620000000003,6.79019266666647,1527.5222
2008,2008-05-27,CON,IND,46.0,75.0,0.0,CON,1499.7506673489183,1527.5338789473014,1524.7263467748824,7.557670565189584,1526.9256441994526,1.016484231183255,1500.0,"[1521.977,1527.475]",2,1524.726,7.557000999999505,1526.9252
2008,2008-05-29,IND,LAS,82.0,78.0,1.0,LAS,1511.9527795157585,1521.9772249941695,1527.4754685555952,0.0,1527.4754685555952,1.0183169790370634,1500.0,[1527.475],1,1527.475,0.0,1527.475
2008,2008-05-31,IND,DET,65.0,74.0,0.0,DET,1520.8072411993282,1527.4754685555952,,,,,1500.0,[],0,,,
2009,2009-06-06,ATL,IND,87.0,86.0,1.0,ATL,1500.0,1500.0,1507.5879226343015,1558.266205299621,1573.6713624313068,1.0050586150895344,1500.0,"[1508.571,1519.362,1491.502,1489.609,1478.439,1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",43,1507.588,1558.2642859999994,1573.6714
2009,2009-06-07,IND,MIN,74.0,96.0,0.0,MIN,1491.4292623481676,1508.5707376518324,1507.5645222767412,1595.344235816719,1574.3706533769289,1.0050430148511609,1499.9999999999998,"[1519.362,1491.502,1489.609,1478.439,1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",42,1507.564595238095,1595.3422619552148,1574.3707
2009,2009-06-09,IND,SEA,73.0,66.0,1.0,SEA,1480.4863276135525,1519.3624336896223,1507.2767683398415,1630.777373052189,1575.0699443225506,1.004851178893228,1499.9999999999998,"[1491.502,1489.609,1478.439,1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",41,1507.2768536585365,1630.7756497346809,1575.07
2009,2009-06-12,IND,LAS,73.0,61.0,1.0,LAS,1490.1662655669245,1491.5016083206326,1507.6711473403218,1665.1698807416826,1575.376631013355,1.0051140982268811,1500.0,"[1489.609,1478.439,1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",40,1507.671225,1665.1683620243741,1575.3767
2009,2009-06-19,DET,IND,54.0,66.0,0.0,DET,1498.7746728487484,1489.6088065524532,1508.134284283601,1699.286711221263,1575.6833177041597,1.0054228561890672,1500.0,"[1478.439,1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",39,1508.1343589743592,1699.285263563444,1575.6834
2009,2009-06-21,IND,DET,82.0,70.0,1.0,DET,1509.9445918252609,1478.4388875759407,1508.915742091697,1720.1884066416376,1575.990004394964,1.0059438280611313,1500.0,"[1485.483,1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",38,1508.9158157894735,1720.1869814134338,1575.9901
2009,2009-06-26,NYL,IND,81.0,82.0,0.0,NYL,1517.640777186784,1485.4829574209227,1509.5490605963128,1751.4384767245592,1576.2966910857683,1.006366040397542,1500.0,"[1474.97,1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",37,1509.5491351351352,1751.436972495251,1576.2967999999998
2009,2009-06-27,IND,NYL,63.0,54.0,1.0,NYL,1528.153865450853,1474.9698691568535,1510.509593691853,1765.9524639002036,1576.603377776573,1.0070063957945683,1500.0000000000002,"[1507.348,1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",36,1510.5096666666666,1765.9510290555545,1576.6035
2009,2009-07-02,IND,CON,67.0,53.0,1.0,CON,1535.2683327412042,1507.3476294113427,1510.5999355284391,1816.114429275308,1576.9100644673777,1.0070666236856258,1500.0000000000002,"[1487.554,1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",35,1510.6,1816.1130087428562,1576.9102
2009,2009-07-05,IND,ATL,78.0,74.0,1.0,ATL,1543.0624554752594,1487.5542382766455,1511.2777501534918,1853.4494162403723,1577.2167511581822,1.0075185001023277,1500.0000000000002,"[1498.552,1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",34,1511.2778235294118,1853.4475314394456,1577.2169
2009,2009-07-10,CHI,IND,54.0,83.0,0.0,CHI,1550.115715372233,1498.5519969957115,1511.6633790370606,1904.5584224471845,1577.5234378489863,1.0077755860247068,1500.0000000000002,"[1501.314,1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",33,1511.6634545454544,1904.5564246115694,1577.5236
2009,2009-07-15,IND,CHI,84.0,74.0,1.0,CHI,1560.0707082433382,1501.3140108120056,1511.9867967940938,1960.624104645039,1577.830124539791,1.0079911978627292,1500.0,"[1493.377,1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",32,1511.986875,1960.6219867968741,1577.8302999999999
2009,2009-07-17,IND,ATL,84.0,79.0,1.0,ATL,1567.0388251853724,1493.377056838529,1512.5871109862094,2012.337975368407,1578.1368112305956,1.0083914073241396,1500.0,"[1507.733,1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",31,1512.587193548387,2012.3356218335057,1578.137
2009,2009-07-19,CON,IND,67.0,61.0,1.0,CON,1573.6226096606565,1507.7332442739084,1512.7489065432858,2078.6043960097045,1578.241192372907,1.0084992710288574,1499.9999999999998,"[1506.146,1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",30,1512.7489999999996,2078.6018547333324,1578.2413999999999
2009,2009-07-21,WAS,IND,70.0,82.0,0.0,WAS,1563.165595537663,1506.1462613013389,1512.9765839654217,2148.7252994086957,1578.3455735152188,1.008651055976948,1499.9999999999998,"[1483.147,1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",29,1512.976689655172,2148.722503386444,1578.3458
2009,2009-07-23,SAS,IND,84.0,65.0,1.0,SAS,1572.9635903415146,1483.1468923827977,1514.0419300933725,2192.551579875436,1578.4499546575305,1.009361286728915,1500.0,"[1511.324,1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",28,1514.0420357142855,2192.5486882487235,1578.4502
2009,2009-07-28,IND,WAS,85.0,81.0,1.0,WAS,1561.8225645206994,1511.3238312125875,1514.1426004222903,2273.4734275214114,1578.554335799842,1.0094284002815268,1500.0,"[1513.785,1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",27,1514.1427037037038,2273.470441986281,1578.5546
2009,2009-07-30,IND,CON,94.0,85.0,1.0,CON,1569.0080416060164,1513.7847387599231,1514.1563643323814,2360.9095981743453,1578.6587169421537,1.0094375762215877,1500.0,"[1514.456,1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",26,1514.1564615384616,2360.9065023254425,1578.659
2009,2009-08-02,WAS,IND,79.0,87.0,0.0,WAS,1576.0687917339144,1514.455551702955,1514.1443968375584,2455.342258357078,1578.7630980844651,1.0094295978917056,1500.0,"[1499.705,1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",25,1514.1444799999997,2455.339029929599,1578.7634
2009,2009-08-05,IND,CHI,76.0,67.0,1.0,CHI,1585.7346602458213,1499.7049739553645,1514.74603945765,2548.598839730861,1578.8674792267766,1.0098306929717666,1500.0,"[1578.137,1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",24,1514.746125,2548.595405192707,1578.8678
2009,2009-08-08,PHO,IND,83.0,90.0,0.0,PHO,1592.0079192983585,1578.1368112305956,1511.9899189457824,2477.098678314107,1578.3584869874792,1.0079932792971882,1500.0,"[1478.333,1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",23,1511.9899999999998,2477.094500695651,1578.3588
2009,2009-08-10,LAS,IND,75.0,63.0,1.0,LAS,1603.0440603654413,1478.3327683434322,1513.519789427707,2535.8624878792234,1578.7695548205954,1.009013192951805,1500.0,"[1485.319,1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",22,1513.5198636363637,2535.8586021177675,1578.7699
2009,2009-08-13,MIN,IND,81.0,91.0,0.0,MIN,1590.9262394719008,1485.3187809030676,1514.8626945955475,2616.9431700690507,1579.1806226537117,1.0099084630636983,1500.0,"[1482.608,1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",21,1514.862761904762,2616.9395069433094,1579.181
2009,2009-08-15,IND,DET,82.0,59.0,1.0,DET,1599.3392559879237,1482.6078905293011,1516.47543479886,2693.170778341525,1579.4326885930318,1.01098362319924,1500.0,"[1429.006,1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",20,1516.4755,2693.1670748499987,1579.433
2009,2009-08-20,SAC,IND,67.0,62.0,1.0,SAC,1604.877689301927,1429.006176858404,1521.079079953621,2411.0456345614916,1579.684754532352,1.0140527199690808,1500.0,"[1512.443,1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",19,1521.079157894737,2411.039390132964,1579.685
2009,2009-08-22,SEA,IND,74.0,60.0,1.0,SEA,1591.405417419464,1512.4430084381047,1521.558861704483,2540.6189942186083,1579.9368204716725,1.0143725744696552,1500.0,"[1461.604,1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",18,1521.5589444444445,2540.612315385802,1579.9370000000001
2009,2009-08-27,IND,SAS,77.0,66.0,1.0,SAS,1580.5737378281904,1461.6041297363747,1525.0856106437836,2466.183924893687,1580.1888864109928,1.0167237404291891,1499.9999999999998,"[1437.126,1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",17,1525.085705882353,2466.1752663252596,1580.189
2009,2009-08-29,IND,SAC,78.0,79.0,0.0,SAC,1586.0607214617007,1437.1255221537467,1530.5831161744106,2106.536780191822,1580.4409523503132,1.0203887441162738,1500.0,"[1564.464,1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",16,1530.5831875000001,2106.532050152344,1580.441
2009,2009-09-02,IND,PHO,90.0,106.0,0.0,PHO,1570.888195029049,1564.4644171101493,1528.3243627786946,2165.3410950954135,1580.6930182896333,1.0188829085191298,1500.0,"[1509.264,1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",15,1528.3244666666665,2165.3384033155553,1580.693
2009,2009-09-04,DET,IND,70.0,63.0,1.0,DET,1559.2783163041463,1509.263932550644,1529.6858220806985,2292.2047447084747,1580.9450842289536,1.0197905480537992,1499.9999999999998,"[1485.119,1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",14,1529.6859285714286,2292.2017543520406,1580.945
2009,2009-09-06,IND,WAS,72.0,61.0,1.0,WAS,1549.2779023064418,1485.1188708025038,1533.114049102098,2303.989819465567,1581.197150168274,1.022076032734732,1500.0,"[1454.004,1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",13,1533.1141538461538,2303.9867667455615,1581.1970000000001
2009,2009-09-08,NYL,IND,63.0,69.0,0.0,NYL,1556.105494662623,1454.003915301723,1539.7065602521295,1930.993328664975,1581.4492161075943,1.0264710401680863,1500.0,"[1483.489,1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",12,1539.7066666666667,1930.9897352222204,1581.449
2009,2009-09-10,CHI,IND,86.0,79.0,1.0,CHI,1564.6170315511536,1483.4887955562097,1544.8172661335766,1793.106401445515,1581.701282046915,1.0298781774223846,1499.9999999999998,"[1469.772,1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",11,1544.8173636363638,1793.1035744132214,1581.701
2009,2009-09-13,CON,IND,95.0,85.0,1.0,CON,1553.723478510011,1469.7716881867327,1552.321823928261,1352.914776958728,1582.6007198044742,1.034881215952174,1500.0,"[1478.342,1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",10,1552.3219,1352.915205489997,1582.6005
2009,2009-09-17,WAS,IND,92.0,91.0,1.0,WAS,1542.7493661935357,1478.341660394705,1560.541842098656,827.5516538489989,1583.5001575620338,1.0403612280657706,1500.0,"[1488.756,1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",9,1560.541888888889,827.5569438765415,1583.5
2009,2009-09-19,IND,WAS,75.0,74.0,1.0,WAS,1532.3349166287928,1488.7561099594477,1569.515058616057,206.32807856669547,1584.3995953195931,1.046343372410705,1499.9999999999998,"[1544.572,1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",8,1569.515125,206.330865109375,1584.3995
2009,2009-09-23,DET,IND,100.0,92.0,1.0,DET,1539.7047970966205,1544.572202596189,1573.0783237617525,134.22865037371542,1585.299033077153,1.048718882507835,1499.9999999999998,"[1553.006,1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",7,1573.0784285714285,134.22964424489717,1585.299
2009,2009-09-25,IND,DET,94.0,103.0,0.0,DET,1531.2710096062413,1553.0059900865683,1576.4237127076165,78.25870170890401,1586.198470834713,1.0509491418050778,1499.9999999999998,"[1563.818,1568.077,1575.07,1581.701,1590.696,1579.181]",6,1576.4238333333333,78.25912047222198,1586.1985
2009,2009-09-26,IND,DET,76.0,87.0,0.0,DET,1520.45926695913,1563.8177327336796,1578.9449087024036,55.77186658589358,1587.0979085922722,1.052629939134936,1499.9999999999998,"[1568.077,1575.07,1581.701,1590.696,1579.181]",5,1578.9450000000002,55.77325639999973,1587.098
2009,2009-09-29,PHO,IND,85.0,74.0,1.0,PHO,1510.2681315186385,1568.0770348663318,1581.6618771614217,32.8052451958739,1587.9973463498318,1.0544412514409478,1500.0,"[1575.07,1581.701,1590.696,1579.181]",4,1581.6619999999998,32.806125499999766,1587.9975
2009,2009-10-01,PHO,IND,120.0,116.0,1.0,PHO,1503.2752220624195,1575.0699443225506,1583.8591881077125,24.42762534908124,1588.896784107391,1.0559061254051416,1500.0,"[1581.701,1590.696,1579.181]",3,1583.859333333333,24.428405555555003,1588.897
2009,2009-10-04,IND,PHO,84.0,93.0,0.0,PHO,1496.6438843380556,1581.701282046915,1584.938141138111,33.14901909820189,1589.5441559256303,1.0566254274254072,1500.0,"[1590.696,1579.181]",2,1584.9385,33.14880624999927,1589.5445
2009,2009-10-07,IND,PHO,86.0,85.0,1.0,PHO,1487.64950676246,1590.6956596225104,1579.1806226537117,0.0,1579.1806226537117,1.052787081769141,1500.0,[1579.181],1,1579.181,0.0,1579.181
2009,2009-10-09,PHO,IND,77.0,90.0,0.0,PHO,1499.1645437312588,1579.1806226537117,,,,,1500.0,[],0,,,
2010,2010-05-15,IND,WAS,65.0,72.0,0.0,WAS,1500.0,1500.0,1485.9787151387934,232.46897024219945,1502.930265670435,0.9906524767591957,1500.0,"[1511.429,1483.099,1471.601,1477.786]",4,1485.9787500000002,232.46225818750014,1502.93
2010,2010-05-16,ATL,IND,66.0,62.0,1.0,ATL,1488.5707376518324,1511.4292623481676,1477.4951994023356,22.078469986674417,1482.0365484520455,0.9849967996015572,1500.0,"[1483.099,1471.601,1477.786]",3,1477.4953333333333,22.076244222221543,1482.0364
2010,2010-05-22,CHI,IND,86.0,92.0,0.0,CHI,1480.6375663103777,1483.099273422392,1474.6931623923074,9.563470763308205,1477.1671513349902,0.9831287749282048,1500.0,"[1471.601,1477.786]",2,1474.6935,9.56355624999983,1477.1675
2010,2010-05-23,IND,CHI,69.0,61.0,1.0,CHI,1492.1361635188157,1471.6006762139536,1477.785648570661,0.0,1477.785648570661,0.9851904323804406,1500.0,[1477.786],1,1477.786,0.0,1477.786
2010,2010-05-29,TUL,IND,79.0,74.0,1.0,TUL,1500.1334286544973,1477.785648570661,,,,,1500.0,[],0,,,
2011,2011-06-04,IND,CHI,65.0,57.0,1.0,CHI,1500.0,1500.0,1499.0215611639987,2338.799204947731,1550.2676287403476,0.999347707442666,1500.0,"[1511.429,1522.778,1464.591,1497.148,1472.902,1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",38,1499.021552631579,2338.791356036705,1550.2675
2011,2011-06-10,IND,NYL,80.0,81.0,0.0,NYL,1508.5707376518324,1511.4292623481676,1498.686217888751,2397.7367000049935,1550.603094614524,0.9991241452591672,1500.0,"[1522.778,1464.591,1497.148,1472.902,1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",37,1498.6862162162163,2397.72881379109,1550.603
2011,2011-06-11,NYL,IND,80.0,86.0,0.0,NYL,1497.2221626144474,1522.7778373855526,1498.017006236062,2447.7702604918527,1550.9385604887002,0.9986780041573748,1500.0,"[1464.591,1497.148,1472.902,1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",36,1498.017,2447.7619292222244,1550.9385
2011,2011-06-14,IND,TUL,82.0,74.0,1.0,TUL,1509.3631847670529,1464.5912282283098,1498.9720284648552,2484.872125179173,1551.2740263628766,0.9993146856432368,1500.0,"[1497.148,1472.902,1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",35,1498.9720285714286,2484.8631197420427,1551.274
2011,2011-06-17,SEA,IND,68.0,54.0,1.0,SEA,1516.7011281840091,1497.1480163066526,1499.0256758812727,2557.855867864058,1551.609492237053,0.9993504505875151,1500.0,"[1472.902,1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",34,1499.0256764705882,2557.8465957482717,1551.6095
2011,2011-06-19,PHO,IND,93.0,89.0,1.0,PHO,1507.575223651956,1472.9015077111692,1499.8173173409727,2614.0589809143785,1551.9449581112294,0.9998782115606484,1500.0,"[1471.084,1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",33,1499.8173030303033,2614.0502299081745,1551.945
2011,2011-06-21,WAS,IND,80.0,89.0,0.0,WAS,1498.016063657548,1471.0837996662858,1500.715239768307,2669.141589446145,1552.2804239854058,1.0004768265122044,1500.0,"[1517.637,1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",32,1500.71521875,2669.1329624834007,1552.2805
2011,2011-06-25,IND,CON,75.0,70.0,1.0,CON,1508.6790325903205,1517.637393756468,1500.169363833205,2745.7075538724316,1552.6158898595822,1.0001129092221364,1500.0,"[1528.258,1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",31,1500.1693548387098,2745.6990686805425,1552.616
2011,2011-06-26,MIN,IND,75.0,78.0,0.0,MIN,1517.5032232942658,1528.2584329072886,1499.2330615307353,2810.0546169516147,1552.7812094862666,0.9994887076871568,1500.0,"[1517.786,1519.384,1450.362,1517.321,1522.986,1521.688,1459.665,1494.804,1549.261,1419.771,1477.168,1367.638,1466.645,1521.869,1513.224,1513.823,1459.992,1398.398,1526.96,1539.638,1535.896,1483.684,1370.404,1528.318,1552.616,1529.237,1537.968,1563.653,1554.269,1562.564]",30,1499.2330666666667,2810.046669195558,1552.7813
