step,phase,win_pct,CF,OwnerTerminal,leverage,cash,injury_left,extra_payroll
0,regular,0.5373818274280515,20.32131617005492,279.9284368282596,0.19312340208412232,25.32131617005492,5,0.0
1,trade_deadline,0.5475052411599143,14.373970064448121,286.91064436554075,0.18931332263292502,39.695286234503044,4,0.17923932725031722
2,playoff,0.58130474533234,18.935121446135113,305.3832623617441,0.17992215755098634,58.63040768063816,3,0.0
3,offseason,0.58130474533234,18.26332205552191,340.9809960544476,0.1319776678906258,61.99839924169031,2,0.0
4,regular,0.5996712854906641,19.747673868904343,365.7096109152504,0.12416160860673894,81.74607311059465,1,0.0
5,trade_deadline,0.61972226891082,13.671973179665823,468.41044000630916,0.0996514928205336,95.41804629026048,0,0.23627002228450902
