off_action,reg_action,win_mean,cf_mean,debt_mean,base_win,base_cf,base_debt,improved_all,score,site
"(6, 2, 2, 1, 1, 1)","(3, 2, 4, 2, 1, 1)",0.3170125233102949,11.038488825604562,10.143909406938555,0.31737731886579684,9.970661681330515,41.95411804814745,0,4.212368452844741,Nashville
"(5, 2, 2, 1, 1, 0)","(3, 2, 4, 1, 1, 0)",0.31750028576941125,11.293444816284865,10.158940541381934,0.31737731886579684,9.970661681330515,41.95411804814745,1,4.514597575992342,Nashville
"(5, 1, 2, 1, 0, 0)","(3, 1, 4, 1, 0, 0)",0.3012802448258831,11.728679556986892,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.9325194769603433,Nashville
"(5, 3, 2, 1, 1, 0)","(3, 3, 3, 2, 1, 0)",0.3090108518463598,10.742118388069718,10.149371886640063,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.1152846209462366,Nashville
"(3, 3, 2, 1, 0, 0)","(3, 3, 2, 1, 0, 0)",0.3174728211253115,11.561286842002037,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,1,5.384384391918327,Nashville
"(5, 2, 2, 1, 1, 0)","(3, 2, 3, 1, 1, 0)",0.31750028576941125,11.293444816284865,10.158940541381934,0.31737731886579684,9.970661681330515,41.95411804814745,1,4.514597575992342,Nashville
"(6, 2, 2, 1, 0, 0)","(3, 2, 2, 1, 0, 0)",0.3170125233102949,11.650672817200931,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,5.4277405856155605,Nashville
"(6, 1, 2, 1, 1, 0)","(3, 1, 2, 2, 1, 0)",0.299975813073261,11.097649787976135,10.152518402928461,0.31737731886579684,9.970661681330515,41.95411804814745,0,2.566997491913933,Nashville
"(5, 1, 2, 1, 1, 0)","(3, 1, 4, 1, 1, 0)",0.3012802448258831,11.365372638607976,10.167143301509315,0.31737731886579684,9.970661681330515,41.95411804814745,0,2.9637010279499014,Nashville
"(6, 2, 2, 1, 1, 0)","(3, 2, 3, 1, 1, 0)",0.3170125233102949,11.287968539280346,10.157099293870438,0.31737731886579684,9.970661681330515,41.95411804814745,0,4.460529177827337,Nashville
"(4, 2, 2, 1, 1, 1)","(3, 2, 4, 1, 1, 1)",0.31127232966068297,11.25464713744512,10.159322795537918,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.852966060864171,Nashville
"(5, 3, 2, 1, 0, 1)","(3, 3, 3, 2, 0, 1)",0.3090108518463598,11.113999135024013,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,4.090899757045133,Nashville
"(6, 3, 2, 1, 1, 0)","(3, 3, 4, 1, 1, 0)",0.27553569290776847,10.751994640741952,10.179117443093467,0.31737731886579684,9.970661681330515,41.95411804814745,0,-0.22532957588600233,Nashville
"(5, 3, 2, 1, 1, 1)","(3, 3, 4, 2, 1, 1)",0.3090108518463598,10.751758501537253,10.149371886640063,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.1249247344137716,Nashville
"(6, 3, 2, 1, 0, 0)","(3, 3, 4, 2, 0, 0)",0.27553569290776847,10.859619111287873,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,0.48900383944986103,Nashville
"(3, 2, 2, 1, 0, 0)","(3, 2, 2, 1, 0, 0)",0.31737731886579684,11.769203256466062,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,5.582750580430886,Nashville
"(5, 2, 2, 1, 0, 1)","(3, 2, 3, 2, 0, 1)",0.31750028576941125,11.405875947330228,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,1,5.231719961656494,Nashville
"(3, 3, 2, 1, 0, 1)","(3, 3, 2, 1, 0, 1)",0.3174728211253115,11.570467808476801,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,1,5.393565358393091,Nashville
"(6, 1, 2, 1, 0, 1)","(3, 1, 3, 1, 0, 1)",0.299975813073261,11.726111155491036,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.7995079002022756,Nashville
"(5, 1, 2, 1, 0, 1)","(3, 1, 2, 2, 0, 1)",0.3012802448258831,11.478598481547845,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.6824384015212965,Nashville
"(5, 2, 2, 1, 1, 0)","(3, 2, 4, 1, 1, 0)",0.31750028576941125,11.293444816284865,10.158940541381934,0.31737731886579684,9.970661681330515,41.95411804814745,1,4.514597575992342,Nashville
"(3, 2, 2, 1, 1, 1)","(3, 2, 4, 2, 1, 1)",0.31737731886579684,11.156687623217564,10.141734258757555,0.31737731886579684,9.970661681330515,41.95411804814745,0,4.367264320826038,Nashville
"(4, 3, 2, 1, 1, 1)","(3, 3, 2, 2, 1, 1)",0.2991465412317198,10.678334312464507,10.152560582347487,0.31737731886579684,9.970661681330515,41.95411804814745,0,2.064750614306284,Nashville
"(4, 1, 2, 1, 1, 0)","(3, 1, 3, 2, 1, 0)",0.30699095315538016,11.148213557988921,10.146543995935936,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.3196727108378896,Nashville
"(4, 1, 2, 1, 1, 1)","(3, 1, 4, 1, 1, 1)",0.30699095315538016,11.41389397942352,10.159730277099715,0.31737731886579684,9.970661681330515,41.95411804814745,0,3.5840345041561106,Nashville
"(5, 2, 2, 1, 0, 0)","(3, 2, 3, 2, 0, 0)",0.31750028576941125,11.397039176651655,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,1,5.22288319097792,Nashville
"(4, 2, 2, 1, 0, 1)","(3, 2, 3, 2, 0, 1)",0.31127232966068297,11.358739702691725,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,4.561788106145162,Nashville
"(3, 1, 2, 1, 0, 0)","(3, 1, 2, 1, 0, 0)",0.31340160673007544,11.893047067128773,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,5.309023177521458,Nashville
"(3, 1, 2, 1, 0, 1)","(3, 1, 3, 2, 0, 1)",0.31340160673007544,11.641809650711746,4.112027995194051,0.31737731886579684,9.970661681330515,41.95411804814745,0,5.057785761104431,Nashville
