site,param,value,team,owner_delta,win_delta,cf_delta
Columbus,compete_revenue_beta,0.06,WAS,10.354041327135661,-0.002266633152507136,0.042650064652823616
Columbus,expansion_bidding_delta,1.0,ATL,7.794701831710142,-0.004437676136627433,0.013840816480898077
Columbus,expansion_bidding_delta,1.0,CHI,18.171150555869644,-0.0024257533674520992,0.10944912935312345
Columbus,expansion_bidding_delta,1.0,CON,14.007417125776556,-0.002385294547382566,0.09231859804862097
Columbus,expansion_bidding_delta,1.0,DAL,10.382434517737465,-0.004518587582973521,-0.07754137075155398
Columbus,expansion_bidding_delta,1.0,GSV,14.354021781068184,-0.012289389653035554,-0.40878817659325506
Columbus,expansion_bidding_delta,1.0,IND,9.788259129798064,-0.0012380951219170822,-0.13947249430063202
Columbus,expansion_bidding_delta,1.0,LAS,14.912819209519057,-0.014958917748504108,-0.44881533856868927
Columbus,expansion_bidding_delta,1.0,LVA,20.725797654243706,-0.004362180269903454,-0.19745406891747308
Columbus,expansion_bidding_delta,1.0,MIN,17.873665506160762,-0.003735839539052821,0.10810561125607876
Columbus,expansion_bidding_delta,1.0,NYL,19.96521525528044,-0.005050988144759683,0.1367861543920057
Columbus,expansion_bidding_delta,1.0,PHO,20.388886213752812,-0.01449357245275773,-0.4807341804613543
Columbus,expansion_bidding_delta,1.0,SEA,19.83107642798757,-0.013645137824767506,-0.49785860950120053
Columbus,expansion_bidding_delta,1.0,WAS,10.354041327135661,-0.002266633152507136,0.06663420865109515
Columbus,expansion_bidding_delta,2.0,ATL,7.794701831710142,-0.004437676136627433,-0.010143327517373457
Columbus,expansion_bidding_delta,2.0,CHI,18.171150555869644,-0.0024257533674520992,0.0854649853548537
Columbus,expansion_bidding_delta,2.0,CON,14.007417125776556,-0.002385294547382566,0.06833445405035121
Columbus,expansion_bidding_delta,2.0,DAL,10.382434517737465,-0.004518587582973521,-0.1015255147498273
Columbus,expansion_bidding_delta,2.0,GSV,14.354021781068184,-0.012289389653035554,-0.43277232059152837
Columbus,expansion_bidding_delta,2.0,IND,9.788259129798064,-0.0012380951219170822,-0.16345663829890356
Columbus,expansion_bidding_delta,2.0,LAS,14.912819209519057,-0.014958917748504108,-0.4727994825669626
Columbus,expansion_bidding_delta,2.0,LVA,20.725797654243706,-0.004362180269903454,-0.22143821291574994
Columbus,expansion_bidding_delta,2.0,MIN,17.873665506160762,-0.003735839539052821,0.0841214672578019
Columbus,expansion_bidding_delta,2.0,NYL,19.96521525528044,-0.005050988144759683,0.11280201039373594
Columbus,expansion_bidding_delta,2.0,PHO,20.388886213752812,-0.01449357245275773,-0.5047183244596241
Columbus,expansion_bidding_delta,2.0,SEA,19.83107642798757,-0.013645137824767506,-0.5218427534994774
Columbus,expansion_bidding_delta,2.0,WAS,10.354041327135661,-0.002266633152507136,0.042650064652823616
Columbus,expansion_bidding_delta,3.0,ATL,7.794701831710142,-0.004437676136627433,-0.042455832616266065
Columbus,expansion_bidding_delta,3.0,CHI,18.171150555869644,-0.0024257533674520992,0.0531524802559602
Columbus,expansion_bidding_delta,3.0,CON,14.007417125776556,-0.002385294547382566,0.036021948951457716
Columbus,expansion_bidding_delta,3.0,DAL,10.382434517737465,-0.004518587582973521,-0.1338380198487208
Columbus,expansion_bidding_delta,3.0,GSV,14.354021781068184,-0.012289389653035554,-0.4650848256904183
Columbus,expansion_bidding_delta,3.0,IND,9.788259129798064,-0.0012380951219170822,-0.19576914339779528
Columbus,expansion_bidding_delta,3.0,LAS,14.912819209519057,-0.014958917748504108,-0.5051119876658561
Columbus,expansion_bidding_delta,3.0,LVA,20.725797654243706,-0.004362180269903454,-0.25375071801463633
Columbus,expansion_bidding_delta,3.0,MIN,17.873665506160762,-0.003735839539052821,0.0518089621589084
Columbus,expansion_bidding_delta,3.0,NYL,19.96521525528044,-0.005050988144759683,0.08048950529484244
Columbus,expansion_bidding_delta,3.0,PHO,20.388886213752812,-0.01449357245275773,-0.5370308295585176
Columbus,expansion_bidding_delta,3.0,SEA,19.83107642798757,-0.013645137824767506,-0.5541552585983638
